id	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	gene_length
Gene0280	3064	2584	2269	364	3168	1884	164	9611	7803	8576	6212	6109	6980	6253	3257
Gene0281	2056	355	1072	1717	1867	4938	2652	5862	3049	9539	6723	8676	7453	3832	13568
Gene0282	3462	4186	3062	36	844	2050	3842	7325	8133	9444	5423	3195	4944	4933	14328
Gene0283	2618	4896	4923	1371	1476	1722	2701	7030	5562	5403	5052	7032	6996	9148	11282
Gene0284	1411	167	784	175	3333	1549	571	5655	5646	7888	4641	6240	7347	5870	5685
Gene0285	848	185	1175	4860	4708	4233	4188	8107	8460	4264	7540	8968	4130	8709	14794
Gene0286	1365	330	4608	912	512	1454	2260	8400	4740	6389	8314	8237	6303	6778	8347
Gene0287	2605	368	260	4997	3579	4573	1277	7208	5179	8666	4485	6483	9051	8398	13298
Gene0288	1499	3852	1649	4848	4259	3260	4384	8313	4594	5820	7899	4630	6109	4334	5630
Gene0289	3564	2339	785	477	270	2871	4633	6176	6028	9707	8075	5341	6068	9414	12078
Gene0290	3851	1809	2065	3082	817	2119	3863	9045	7602	3871	9589	7633	4044	8952	7471
Gene0291	3365	2155	3774	2593	1450	4762	378	6925	5821	9565	6408	9907	6845	7882	7990
Gene0292	312	4354	701	3612	4428	3632	3599	6730	3741	3599	3029	3688	3459	6368	9720
Gene0293	2367	4869	3701	4029	1459	3995	2854	9271	8219	6578	3632	5430	8495	8802	5797
Gene0294	2107	4015	3816	4288	2839	4523	4522	6244	7436	4092	7652	6328	8677	5741	1296
Gene0295	2270	3073	2641	1551	3341	1238	696	3389	4864	5429	8457	4676	7596	3135	743
Gene0296	3215	246	3761	3882	3174	2012	3642	9628	4512	7478	3105	5285	7553	8279	13854
Gene0297	2902	3062	2008	4966	471	1285	833	5741	7603	8973	6287	5350	5926	4299	13051
Gene0298	1025	2484	2106	291	272	2344	1585	5120	3302	5118	7381	4316	8251	9399	12758
Gene0299	3869	11	137	46	4087	499	4058	3195	8820	9184	7641	7272	7970	5110	10557
Gene0300	2157	2480	2176	2874	3413	4053	885	8099	3500	3142	6215	6615	8357	8533	2832
Gene0301	2864	2215	4902	2189	3304	3684	3896	6565	9069	3965	8735	3786	5615	9117	8019
Gene0302	3320	3819	1880	479	2609	3388	1641	3259	8561	5939	8428	9738	5162	3286	10908
Gene0303	265	2739	4183	137	2239	1787	2039	9748	9130	6650	3137	5846	4454	3681	10158
Gene0304	3562	1612	4251	2810	3417	3542	4191	4283	6562	5478	8940	8154	3883	7187	7376
Gene0305	871	3755	382	2012	1344	1584	3356	9289	6398	8163	4548	6665	5330	6244	3216
Gene0306	1858	3891	4323	695	136	897	3881	3885	5181	4030	8186	8596	7859	4943	7600
Gene0307	620	2051	1401	422	4696	3672	1969	3398	5946	5213	5132	5182	9245	7359	4294
Gene0308	2028	1590	825	4110	2296	4561	238	4420	9272	6518	9104	6181	7030	6564	6752
Gene0309	2439	4692	1547	3651	2347	3643	3519	9366	4220	5002	7428	4322	9167	9063	1838
Gene0310	4965	1968	2267	2440	473	2335	4638	7891	9438	9044	6604	9593	3352	9374	12662
Gene0311	1742	2576	3380	1952	200	3702	1997	9232	9421	7432	7667	3313	6428	3571	12392
Gene0312	2900	1620	2223	1903	1416	4759	1628	6425	6605	8984	6094	4525	8812	8327	4104
Gene0313	2024	4542	682	4128	2376	2003	3054	9894	7081	5415	8218	8537	9345	5500	14746
Gene0314	2642	4712	2103	4851	4864	2771	791	8592	4526	3631	3452	3016	4831	6335	4810
Gene0315	1401	385	4573	2845	140	2780	2201	7473	6386	9814	4278	6562	4361	8652	11434
Gene0316	1994	3368	300	1684	1612	2154	3302	4253	7704	6011	6964	8125	9280	3358	5953
Gene0317	4978	3889	1448	2998	2148	4369	513	4757	4893	7907	5362	6521	5378	8409	7521
Gene0318	3607	4106	4463	758	2721	4975	4964	4419	4707	4070	6245	5381	6436	7148	2171
Gene0319	599	431	4426	144	2333	2430	760	5964	3358	8268	4685	5647	9263	8647	6268
Gene0320	4227	1431	479	3556	2194	3224	4115	8568	6810	9576	5146	7205	9727	5327	10010
Gene0321	2471	2734	1506	2212	2556	3119	153	6415	5620	4422	9969	3816	4255	3943	5896
Gene0322	4343	3921	855	2657	4830	1819	906	8832	9417	4336	4448	4376	5561	3021	5596
Gene0323	3059	1719	1675	3060	4164	626	1285	5442	8541	8393	8017	5627	9799	8562	9052
Gene0324	3662	2222	765	3866	3020	4783	3649	4253	4879	9026	5900	8560	9688	8590	9686
Gene0325	1261	952	1796	3185	4991	2337	4317	9930	8334	6199	3964	5871	7854	7095	7841
Gene0326	4017	2676	552	1419	2568	2118	636	7141	7453	8092	6778	4212	6232	9471	5322
Gene0327	2277	981	1507	2623	4995	1150	3005	3074	3223	7280	3994	4579	5683	4256	6913
Gene0328	71	3719	3505	3936	3187	1723	1962	6969	4850	9336	8602	4844	9966	4037	8610
Gene0329	1779	2742	4545	3401	1868	802	3000	3930	5102	5797	6339	3172	5916	8721	1309
Gene0330	2236	4765	3001	4382	3576	3265	4304	7338	3746	6421	7959	6404	3419	5195	3470
Gene0331	4002	3088	2465	2868	1541	4008	3538	3486	9243	7257	7998	7412	6975	7231	4315
Gene0332	755	4021	4051	1251	1269	725	1160	6513	9558	6534	9465	6136	8467	5921	9967
Gene0333	1831	2506	3071	2122	4865	3663	730	8874	9679	7027	7568	3360	8991	8963	12560
Gene0334	2185	1577	363	4127	4192	3742	1569	9476	6094	8809	9572	6577	8140	8886	14933
Gene0335	4421	4228	2025	2722	1975	1551	4168	9857	4626	4039	6822	9455	8465	4281	8148
Gene0336	4433	3879	2770	4892	2839	2348	464	9842	5482	5677	6924	7054	8922	5324	5804
Gene0337	1966	3229	2910	1639	2839	3187	3702	8938	5076	6398	5553	5965	3258	4935	7906
Gene0338	4043	2538	1412	3359	1007	79	2841	9062	8971	7306	9222	5309	6553	7359	9786
Gene0339	4401	3654	1236	1909	54	3079	2632	3307	6323	9365	6660	8805	5154	3225	4263
Gene0340	2943	200	4660	2854	350	4838	985	7766	4892	5967	9164	3495	4931	3296	5368
Gene0341	100	1480	2236	1546	3755	1156	2203	6567	5142	5972	4938	5845	8016	9664	1450
Gene0342	4730	390	1718	71	1331	311	856	5741	7378	6459	8682	6631	9759	6196	10559
Gene0343	3735	4778	3764	416	4676	4520	231	4117	6780	8263	8510	5688	3313	6929	13754
Gene0344	3889	3338	4320	3844	1895	1532	1134	4337	7390	6218	3347	5314	6755	9960	986
Gene0345	4806	3558	3834	160	2172	4373	4009	5918	8370	3280	4670	9204	8616	6585	13167
Gene0346	3578	996	2081	140	516	4426	1792	8277	3959	6706	5838	8109	5131	9596	11113
Gene0347	3536	3388	1132	1297	4660	3840	645	5416	7237	8057	5733	8987	9572	9140	11406
Gene0348	2466	4121	3398	4584	1845	3270	3314	9961	4445	4086	3111	3482	3909	7223	7073
Gene0349	4782	1366	2532	2987	531	4516	3106	7281	9706	6631	7318	5821	9047	6700	12300
Gene0350	437	4345	1350	497	2318	739	3069	4981	8328	5842	4801	5173	8391	4824	11915
Gene0351	147	3315	1017	446	2293	890	1217	5087	6628	8665	8552	9137	7410	9304	11854
Gene0352	3993	3772	1725	4952	527	4371	504	4394	5351	9194	8821	5335	5469	3851	8691
Gene0353	938	1259	1943	1929	3	2082	2258	6513	9871	9342	6490	6168	5946	6504	3849
Gene0354	2904	4300	1043	1765	2645	1899	3552	4280	4421	8356	8726	8977	6035	5946	7308
Gene0355	897	3634	83	4031	3979	3396	85	4440	3500	5805	9914	8286	9890	6137	10264
Gene0356	2938	3558	3557	499	2350	1130	4940	6063	7807	8734	5039	7527	4571	4431	8769
Gene0357	3612	1557	3832	2137	3815	1588	2533	4456	3680	5138	5775	3448	8694	6873	10451
Gene0358	4683	4310	4611	1035	4360	4258	1279	3362	4542	4918	6588	9135	9961	6517	7896
Gene0359	1578	594	2944	4027	393	724	1082	7211	3714	5487	5984	5108	5663	5168	9575
Gene0360	1800	2053	4243	1609	2557	2018	982	9136	4408	7899	6960	6235	7101	5517	14976
Gene0361	2211	3407	864	800	3562	1586	647	5036	5404	4708	7334	4905	7578	5578	11210
Gene0362	2629	3461	2531	4576	4432	3906	350	9914	4331	8270	4937	5815	4407	5922	10071
Gene0363	3303	2708	3463	2054	3381	4871	274	3052	9805	4132	4926	6621	9441	5909	8242
Gene0364	2036	3461	410	3957	4000	520	2166	7736	8574	9473	8249	4767	4972	7685	12681
Gene0365	4736	1008	4139	3166	1135	803	4410	9590	7432	8217	6307	4744	4218	8173	8883
Gene0366	1036	1907	3484	408	2737	2397	1399	5576	8074	9328	4214	5198	6064	8517	1677
Gene0367	2785	2738	2514	1698	218	1310	2175	9028	9695	5976	4171	9524	5602	3404	2196
Gene0368	2932	2974	3324	4868	815	1602	453	3644	9845	7566	9737	9705	9632	3461	3150
Gene0369	2145	2822	3492	2206	2797	4844	373	8333	4440	5106	5537	9860	7980	9891	11615
Gene0370	1999	2616	3070	4708	4134	3661	3222	3889	7337	9977	9009	4889	9501	9316	11312
Gene0371	903	698	889	361	2482	2626	3773	3268	7261	8891	9870	4837	3735	8858	4047
Gene0372	3820	1254	566	3454	2789	267	3405	9362	4075	8881	6838	3032	6172	7214	6827
Gene0373	262	4709	3302	2341	3521	4589	3782	4324	6926	3468	7696	5717	8980	9161	11788
Gene0374	723	3126	4617	4126	4657	917	2200	3636	5446	3265	9372	3879	5979	3923	12067
Gene0375	137	2355	904	704	2527	3027	2178	7497	4154	4267	3066	7913	9515	3494	11341
Gene0376	4214	4401	3459	3935	3488	4962	2066	8088	5896	7589	3108	9957	6659	6781	10763
Gene0377	1509	4787	2388	416	3528	1232	2117	3653	5380	9419	3544	9155	7147	5451	13282
Gene0378	1970	1552	3304	2891	2111	545	1328	3985	6263	7356	9293	6865	6769	4565	8120
Gene0379	1292	2133	362	1972	2452	4793	3223	9856	9607	3919	7135	6607	7442	7547	508
Gene0380	4807	3801	3449	4020	4595	3095	479	5705	5010	8636	8352	4580	8239	8229	14521
Gene0381	3354	1833	2549	2361	2487	3812	4976	5454	9438	6379	3739	9719	8759	5367	8423
Gene0382	1445	1135	3290	4281	3181	3526	4548	6337	7741	6334	4902	5374	8830	8292	1551
Gene0383	3709	2729	335	1683	140	1009	203	6916	4041	5038	8566	7402	8468	9852	4215
Gene0384	1926	599	3913	1429	1890	3079	486	9708	8665	4554	7380	6562	4138	6603	4956
Gene0385	3879	3072	4861	3669	2263	3949	4072	5365	8428	9281	6472	7991	7177	6714	8711
Gene0386	4561	601	4947	3931	3560	4536	4204	6474	5067	8956	7874	9495	5732	3585	4668
Gene0387	4046	4810	1325	2288	2528	3177	3602	4323	5765	5431	3799	7379	7684	7523	10644
Gene0388	2436	285	16	1363	4510	2014	828	7016	8873	8517	5749	8717	4543	7265	989
Gene0389	3822	3444	4978	88	3038	2228	3416	9279	9095	8154	3754	3155	9611	7427	3239
Gene0390	520	277	4472	3510	814	3764	1495	8621	8507	9712	3187	4401	6606	6065	7175
Gene0391	561	986	3376	1382	3750	1270	3713	9735	6111	9743	3452	7876	6384	4029	3180
Gene0392	3528	1836	3761	450	2451	1696	1672	5999	5679	4856	6107	7468	8783	4388	956
Gene0393	2972	2857	4760	4879	1248	3602	3876	6369	5753	5977	9368	3871	9775	6420	11269
Gene0394	293	3375	3825	4393	4739	2412	2345	6775	8188	8591	5551	4462	7518	5934	6438
Gene0395	4521	1968	1027	1435	598	4618	2367	5656	8883	3607	9565	9796	4250	5456	11748
Gene0396	2942	3402	4433	1275	1277	1887	2903	3358	5591	3930	3161	9682	5357	8512	6888
Gene0397	1074	4324	2082	907	2638	2946	3684	6377	7295	9093	7450	7898	9592	8166	7415
Gene0398	4409	2239	4473	2796	753	3003	595	7298	4406	8072	4816	7560	3379	7179	2134
Gene0399	3210	1710	3593	948	3801	12	967	4853	6610	7870	9493	8059	5213	3099	1327
Gene0400	3706	3399	3874	417	2086	4611	586	3818	4651	6966	9717	8920	5321	4785	588
Gene0401	4876	2404	4266	1974	4057	4339	1772	3129	5540	7711	9939	3540	6918	6247	7546
Gene0402	2750	800	2281	4551	2139	2768	4870	8840	9247	7075	3462	4255	7274	9540	12672
Gene0403	828	874	948	2196	632	4598	1721	6350	9502	8852	4653	6438	6781	9172	9904
Gene0404	7	4354	4490	1984	2049	1921	1003	5300	9720	6192	4178	6121	5790	3696	5948
Gene0405	3763	1710	685	4002	2778	658	3285	7413	9459	9805	5814	6491	4583	6138	10666
Gene0406	2870	2015	2049	2498	3010	3119	2546	9211	6733	7292	6686	7427	9785	8935	6736
Gene0407	1706	175	3670	2731	3408	4144	2020	9008	5464	9091	8770	4099	3027	8043	2857
Gene0408	177	2056	4835	1212	2630	507	2836	3720	8065	3295	7516	9055	7933	4328	8460
Gene0409	961	1167	3776	4426	2058	1948	2760	7040	4824	8842	4281	8957	6787	7297	10299
Gene0410	1499	68	2631	4532	4943	2940	2206	5239	3520	5077	4513	9242	6355	5699	2665
Gene0411	3151	885	2827	3338	2558	2736	3556	8120	7120	9569	9563	8123	7332	9249	12099
Gene0412	1211	2104	4759	3840	475	908	4002	5970	4982	6769	6770	8887	5932	4149	4874
Gene0413	351	4895	376	3706	4775	1605	866	7899	3959	7628	7337	8999	5873	9500	11814
Gene0414	2188	4240	4117	318	1365	932	1672	4303	4983	4304	7839	7122	6983	8199	1432
Gene0415	2034	702	4307	3401	3425	2273	26	7420	4447	4681	4733	6984	6934	5421	14025
Gene0416	1660	4738	361	4639	3047	2005	4420	5210	3164	4445	8934	6231	6625	4554	2099
Gene0417	4326	4599	2453	945	1430	105	4343	3595	6580	6217	5206	4534	6204	7449	1404
Gene0418	1615	4180	3874	4540	289	1455	3803	8005	9637	5609	3065	8859	7929	4800	5496
Gene0419	786	1260	3350	3041	2736	2347	1239	5923	8186	6438	6322	5663	3014	9500	8105
Gene0420	1403	4270	2972	4606	2416	4280	3691	6538	5186	4779	9565	9050	6275	3559	12408
Gene0421	1986	787	1913	838	463	940	4483	7521	9621	8569	3725	4077	7430	6520	13978
Gene0422	4322	4164	4828	4199	1356	1655	1623	3772	9401	5414	9213	5211	8746	8837	10069
Gene0423	4938	2960	4251	277	2503	3466	1143	8114	7709	7519	3712	4508	9751	9198	14513
Gene0424	3379	1498	2904	4585	1758	2199	1818	9084	9319	9273	9714	6005	9156	4673	8679
Gene0425	4450	3814	2780	1567	4071	4643	4149	6845	3083	8258	4080	9996	6299	5952	4445
Gene0426	1481	3825	1887	1123	3800	988	1301	8432	5542	9918	3164	3414	3907	7391	13274
Gene0427	713	587	2105	1129	4168	259	2950	4334	5350	9796	7257	6783	5894	3754	9545
Gene0428	1145	72	4620	930	953	4504	3813	9396	3205	9457	7321	3970	6942	6726	14079
Gene0429	1233	728	2445	3244	202	3886	2256	8359	9567	4191	6741	9126	3591	4724	11352
Gene0430	4046	705	952	738	165	4886	486	7291	9968	7440	5348	9648	8450	4604	5567
Gene0431	4827	775	1747	1081	4315	1574	2102	9696	5069	5309	6595	6810	6608	8195	6474
Gene0432	3460	1719	2736	3179	737	1694	4255	7775	9528	8839	5151	8710	3995	3490	6737
Gene0433	1482	4106	1883	4318	567	1733	3118	4141	6522	3125	3887	3064	6760	5997	5956
Gene0434	2438	293	1215	2238	2737	4062	1155	4296	3614	9767	5163	6991	8028	8549	9912
Gene0435	3923	2416	4169	3228	2423	4458	1448	3064	9237	4358	8846	9051	8614	9569	8551
Gene0436	3371	3770	4271	4936	3855	4337	2832	9021	5120	9412	3618	7370	8184	4585	3813
Gene0437	4977	4836	2480	545	780	2825	3515	5674	7453	6819	6627	9192	4808	8006	1918
Gene0438	3286	2516	3732	3123	4932	237	702	7701	8218	8241	3281	8974	5887	3293	8757
Gene0439	961	3412	21	1401	2433	1619	1917	6952	4099	5713	3469	8381	7082	3638	4606
Gene0440	2492	1463	4915	4282	640	399	4968	8803	9631	4026	8918	7697	5979	5510	12875
Gene0441	1667	2197	361	3452	3034	3	1019	6651	9526	9763	8312	5854	5621	3816	13288
Gene0442	1472	3334	3406	2060	3795	1991	2571	4521	6936	4107	7455	4913	4364	3219	12723
Gene0443	889	1193	2404	2262	350	4003	1766	7023	4350	5268	4404	6310	9641	7911	14558
Gene0444	3009	1943	3943	4520	3271	3672	4051	8874	4939	3095	6152	5349	6328	8903	2496
Gene0445	128	949	1618	4110	2800	4666	1968	6995	6211	3635	6786	9788	4279	5975	12152
Gene0446	2055	188	501	1713	4685	4584	4413	4653	8688	8331	3771	6961	6688	8390	4471
Gene0447	3246	1241	3324	1802	4224	2460	835	3778	3137	9428	5155	7059	3205	3724	13466
Gene0448	4304	4741	1055	1996	332	325	4175	7181	6471	5028	7510	5195	6330	7243	9362
Gene0449	2242	3468	1295	388	1741	2908	993	9698	6459	7130	6433	4537	7451	8132	11270
Gene0450	3568	2494	3536	2537	304	3680	2329	5280	6315	8317	4948	9527	3136	4735	11260
Gene0451	3198	3808	3112	185	2585	345	115	7596	7140	3909	8814	3475	7476	7542	12830
Gene0452	2009	4874	801	1030	4351	442	1546	8871	8495	5872	6305	5706	8154	8874	9500
Gene0453	4002	210	3205	4873	2208	1482	1607	4276	9031	8145	7727	4902	5804	8489	5494
Gene0454	4679	1468	4817	4217	2496	3154	417	4793	7754	6477	3526	7808	4883	4480	3633
Gene0455	3386	2335	2654	972	4543	2228	2260	9746	5035	7675	5505	5003	7150	3377	13228
Gene0456	1564	1693	657	2208	1157	1401	2193	9574	4816	3969	5527	9684	7322	4094	5116
Gene0457	136	2217	2413	1246	505	3408	3373	9268	9353	6758	6096	5444	6920	9463	6090
Gene0458	2922	2086	3995	2120	116	2739	2348	7123	4734	9799	4640	4540	7830	6307	7808
Gene0459	4086	2474	1520	3795	4449	626	305	7628	6740	7139	9623	8531	8459	8509	13837
Gene0460	140	3008	455	4999	2646	4917	2220	7760	6203	6630	3075	3131	6463	5753	3466
Gene0461	4980	2976	3047	1929	1793	2149	3717	5968	9703	6599	3916	5756	3785	4189	3384
Gene0462	3740	710	2610	3378	4088	219	1963	5060	5939	9141	3533	6179	9156	4579	7050
Gene0463	3250	3705	2436	1901	3418	3958	2910	9260	7821	3608	5997	6664	7473	5827	621
Gene0464	1845	532	209	1905	1546	3552	4255	8320	3588	5855	8888	8039	7947	3322	7365
Gene0465	754	3219	3223	1655	4305	896	2138	9133	8882	4103	8797	9460	8954	8288	14613
Gene0466	4408	1455	4673	1731	953	4023	1130	4959	3550	8419	4546	4587	7786	7369	6563
Gene0467	2123	4653	626	4491	1403	977	3288	3714	3070	4982	6856	9647	6767	8217	8770
Gene0468	2547	1379	2121	1472	1683	101	324	9075	3286	7278	5174	5835	6427	8171	3913
Gene0469	653	1510	4957	2806	1756	2295	599	8754	9842	5954	8544	6770	4842	6199	10066
Gene0470	98	1093	2686	3893	4141	358	1631	5508	9799	8198	5701	3608	9846	7844	1347
Gene0471	1578	3299	2337	878	3329	2737	192	9403	9411	9019	5876	7439	9985	6519	10677
Gene0472	1908	2241	1315	3969	4293	4543	1049	4004	9725	5461	6627	9478	8396	4191	6566
Gene0473	1727	483	3299	1157	1412	1888	2559	8625	5327	7877	4606	4650	7247	5460	10528
Gene0474	4859	2302	722	307	4971	3614	3572	3123	7002	5314	5321	5137	7388	6664	12557
Gene0475	43	3969	1580	1588	3261	3732	1671	3122	7967	8004	9409	7632	9846	5938	14212
Gene0476	4656	2852	2267	1120	1377	2415	3753	5948	9216	3584	7730	7220	5706	5125	12028
Gene0477	1213	4664	3973	783	2521	100	1881	9235	8558	4176	9518	9182	6578	6507	9587
Gene0478	1350	557	3648	454	4703	2209	2271	5089	4276	9133	9333	3322	4702	9471	1615
Gene0479	1677	1716	1693	800	2522	645	4746	7957	3665	5059	6475	4748	9102	6345	14906
Gene0480	258	4883	3819	4624	1210	2287	4798	7605	3089	3537	3065	6138	9106	5636	3413
Gene0481	4153	1632	374	1206	1104	1482	1157	6990	8863	3581	5920	4044	6244	9887	14774
Gene0482	3325	521	1094	3683	2378	2630	4216	3142	3418	6889	6241	3673	9264	5663	14473
Gene0483	926	625	648	3295	3387	3836	3448	6978	8673	5956	4302	8952	5084	8611	581
Gene0484	4849	3421	808	2688	2220	942	625	3093	6493	6663	9548	9179	6664	8993	5886
Gene0485	4379	3226	4678	2132	3945	4372	4086	5513	5771	3871	5908	4637	9779	7336	3160
Gene0486	4238	4232	3049	3810	2370	2708	3051	9235	4476	6331	6014	7322	5297	3084	3789
Gene0487	162	2701	76	3825	4381	1606	2047	3871	3717	7231	7728	6662	6504	3016	10205
Gene0488	3117	4817	3080	2499	795	1729	4346	7314	4793	9255	9682	9439	8398	3441	1721
Gene0489	3398	2614	718	1088	444	3755	1870	8803	6964	6176	9024	5192	9390	8088	9054
Gene0490	3655	4078	3593	3318	4510	3279	4791	6504	6078	7577	5614	8406	5071	7842	13507
Gene0491	3852	1509	1625	1244	4395	2325	1006	7667	7409	9581	4084	8370	8572	3624	6899
Gene0492	2993	3597	2194	259	585	3772	4641	8652	5636	9254	9089	8781	8638	4023	1038
Gene0493	3815	204	269	3853	1342	1282	1429	5540	9292	9266	6294	8875	9354	8934	1496
Gene0494	3793	4601	1174	3499	1331	1565	4939	9890	9285	7960	6657	5258	9884	6748	4027
Gene0495	3051	3867	285	233	1916	2647	162	8802	9729	8544	8195	6297	6534	3044	9395
Gene0496	1120	3984	1647	70	3897	3155	1991	7820	3097	5283	5279	8564	5475	3646	4447
Gene0497	2571	1555	4824	1607	2654	3271	1130	9063	7170	8004	6584	3056	9501	5059	12031
Gene0498	1244	658	3230	1248	4610	3666	4544	5824	3114	5314	8654	8136	5552	3344	2037
Gene0499	1959	425	3840	3666	368	4129	3998	8780	9352	6912	3967	8540	8592	8977	10501
Gene0500	1714	4051	2156	1771	3425	38	3459	6095	3950	4318	3189	7243	9703	4955	10186
Gene0501	2875	4636	4642	4540	2564	2569	2715	4336	9572	6318	3593	8154	6655	6157	8286
Gene0502	3948	1016	2440	1207	1943	2997	4276	4247	9186	9131	4032	7847	6475	7076	4336
Gene0503	200	4143	931	4254	4036	4627	1462	7920	4860	9156	6676	7922	7998	3640	11689
Gene0504	3931	2215	2582	337	4694	4549	3158	7055	4437	5473	5478	7523	7592	9848	1324
Gene0505	2816	4929	1183	4556	3315	2413	1192	6503	6641	4389	8368	7329	5140	3563	11582
Gene0506	158	3508	597	2792	4870	3107	148	8457	7284	5512	4713	7624	7441	7867	6209
Gene0507	3077	678	3552	2143	1375	1067	4244	4108	9474	4102	9929	8266	3876	3113	9103
Gene0508	2627	4150	1546	4918	3002	4994	3884	6605	7692	8588	8309	3634	9968	8144	1487
Gene0509	4331	4749	3700	4603	1547	4776	2519	9529	9145	7199	3799	5121	8931	6757	12246
Gene0510	4250	4223	3444	4465	1195	684	4377	9899	3471	8296	9719	7955	3891	9575	14325
Gene0511	3255	901	4479	3188	4595	2343	1675	3181	6130	7181	9293	3082	6826	9342	7211
Gene0512	4139	2135	730	1940	4563	1822	688	3854	6878	3510	3277	6244	3236	7754	14195
Gene0513	843	1834	1749	405	4429	2834	2849	5051	5923	6796	4207	5925	4655	8355	9985
Gene0514	3801	3687	2262	3815	533	993	1256	5311	3366	5919	7665	9133	3871	4089	4380
Gene0515	4578	926	1014	2209	566	7	568	5363	7389	9890	5430	5080	7810	6232	11030
Gene0516	1716	4609	4419	2283	3392	4165	4397	5743	8046	6387	6984	7494	7982	7728	12453
Gene0517	843	2933	2689	4493	739	1177	59	4133	3958	5473	4462	4694	5187	3968	12144
Gene0518	152	123	3758	1886	1270	2993	2441	3349	4029	4315	6054	6763	8715	6900	14665
Gene0519	1482	1401	3727	4588	3227	848	1386	8132	7474	3417	8974	3675	6322	4903	754
Gene0520	2113	1182	3642	4021	3722	1571	4567	4059	3558	4077	5858	4017	9570	6593	5246
Gene0521	2774	2346	1642	663	903	504	3694	5246	7044	9487	8627	3675	3639	8021	13216
Gene0522	514	371	4859	3780	3671	1172	4436	6194	5440	7189	8140	7261	7719	4876	3485
Gene0523	1227	2198	3188	3075	2981	789	4626	5507	3512	4838	9573	8454	6971	8271	13414
Gene0524	4942	1973	1490	2715	1393	2279	6	4928	5272	9902	5900	6418	3374	7938	6584
Gene0525	4940	2157	2230	4692	2727	4018	2809	9611	8066	4630	8949	8045	9043	3933	589
Gene0526	1292	4088	1513	2612	1358	519	2617	8787	3656	9728	8118	9379	7887	3434	10699
Gene0527	3643	3060	4662	2441	2377	3117	4002	3510	3472	7743	7105	5181	6042	9207	5117
Gene0528	3710	4016	225	2234	4461	2087	1022	3442	7306	8664	8101	8439	9889	6619	11425
Gene0529	1697	822	2002	3380	4033	4141	619	3313	9400	7437	4960	8382	9445	4942	7010
Gene0530	1213	3448	340	608	293	2912	2206	3142	6014	6503	8105	4841	6862	9369	8736
Gene0531	4922	4878	2162	2400	3892	791	536	3285	8620	3833	5437	4505	4300	3400	9291
Gene0532	4449	3024	1233	396	2446	2675	3173	8950	9737	7314	3214	4328	6479	9653	6994
Gene0533	1286	3552	3157	4702	3774	3101	3888	8045	7935	6786	9995	3693	6776	7617	6430
Gene0534	2274	1756	4514	3831	2775	174	2694	7177	9187	7210	3931	3327	3504	4911	2196
Gene0535	3967	4220	1465	4208	343	3830	6	3754	8199	5723	7515	8927	3940	7133	13485
Gene0536	4377	303	2386	1802	4621	3267	2850	5500	4581	9316	7416	5754	8287	5042	4225
Gene0537	4555	2410	3252	2212	2571	2114	1489	6154	3243	5804	4484	7614	4585	3270	2414
Gene0538	1238	2451	832	517	4198	3697	1293	9357	7130	8639	5554	9665	5539	5554	14510
Gene0539	2074	1781	3788	632	474	4236	2277	4947	8575	6916	5986	9896	9006	8822	13416
Gene0540	2415	168	2228	206	1296	962	4961	3714	3611	3515	4112	6477	8874	3454	3612
Gene0541	4267	3698	2471	4248	2768	4578	3588	8227	7788	4820	5917	6958	5841	5044	13768
Gene0542	2245	3794	2467	3092	3062	2691	4809	9651	5914	7349	7481	6892	8229	7995	9575
